"Местное время в Бодайбо";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.05.2018 17:00";"17.0";"734.0";"";"";"86";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31.05.2018 14:00";"14.0";"735.0";"";"";"93";"Ветер, дующий с севера";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31.05.2018 11:00";"14.0";"736.0";"";"";"88";"Ветер, дующий с севера";"1";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31.05.2018 08:00";"11.0";"736.0";"";"";"83";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31.05.2018 05:00";"8.0";"736.0";"";"";"93";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"31.05.2018 02:00";"9.0";"736.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.05.2018 23:00";"13.0";"735.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.05.2018 20:00";"25.0";"733.0";"";"";"40";"Ветер, дующий с юго-востока";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.05.2018 14:00";"22.0";"733.0";"";"";"51";"Штиль, безветрие";"0";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.05.2018 11:00";"21.0";"735.0";"";"";"46";"Ветер, дующий с востока";"2";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.05.2018 08:00";"12.0";"737.0";"";"";"67";"Ветер, дующий с востока";"1";"";"";"";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.05.2018 05:00";"5.0";"738.0";"";"";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30.05.2018 02:00";"7.0";"737.0";"";"";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.05.2018 23:00";"11.0";"737.0";"";"";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.05.2018 20:00";"21.0";"736.0";"";"";"41";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.05.2018 17:00";"28.0";"734.0";"";"";"30";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.05.2018 14:00";"30.0";"731.0";"";"";"21";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.05.2018 11:00";"29.0";"730.0";"";"";"21";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.05.2018 08:00";"15.0";"732.0";"";"";"59";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.05.2018 05:00";"9.0";"733.0";"";"";"80";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"29.05.2018 02:00";"11.0";"734.0";"";"";"78";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.05.2018 23:00";"19.0";"734.0";"";"";"49";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.05.2018 20:00";"25.0";"733.0";"";"";"32";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.05.2018 17:00";"26.0";"733.0";"";"";"35";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.05.2018 14:00";"27.0";"734.0";"";"";"28";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.05.2018 11:00";"19.0";"735.0";"";"";"46";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.05.2018 08:00";"10.0";"736.0";"";"";"72";"Ветер, дующий с востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.05.2018 05:00";"7.0";"737.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28.05.2018 02:00";"5.0";"736.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.05.2018 23:00";"10.0";"736.0";"";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.05.2018 20:00";"18.0";"735.0";"";"";"61";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.05.2018 17:00";"21.0";"735.0";"";"";"41";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.05.2018 14:00";"20.0";"736.0";"";"";"44";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.05.2018 11:00";"17.0";"737.0";"";"";"43";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.05.2018 08:00";"13.0";"738.0";"";"";"63";"Ветер, дующий с юго-запада";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.05.2018 05:00";"10.0";"737.0";"";"";"67";"Ветер, дующий с запада";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27.05.2018 02:00";"13.0";"735.0";"";"";"57";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.05.2018 23:00";"18.0";"732.0";"";"";"45";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.05.2018 20:00";"18.0";"731.0";"";"";"46";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.05.2018 17:00";"26.0";"731.0";"";"";"18";"Ветер, дующий с востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.05.2018 14:00";"27.0";"731.0";"";"";"19";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.05.2018 11:00";"21.0";"733.0";"";"";"33";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.05.2018 08:00";"11.0";"736.0";"";"";"53";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.05.2018 05:00";"4.0";"736.0";"";"";"87";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26.05.2018 02:00";"5.0";"736.0";"";"";"87";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.05.2018 23:00";"10.0";"735.0";"";"";"67";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.05.2018 20:00";"22.0";"735.0";"";"";"35";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.05.2018 17:00";"24.0";"735.0";"";"";"27";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.05.2018 14:00";"22.0";"736.0";"";"";"27";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.05.2018 11:00";"16.0";"737.0";"";"";"40";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.05.2018 08:00";"8.0";"738.0";"";"";"64";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.05.2018 05:00";"0.0";"738.0";"";"";"94";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25.05.2018 02:00";"2.0";"737.0";"";"";"91";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.05.2018 23:00";"6.0";"735.0";"";"";"81";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.05.2018 20:00";"18.0";"733.0";"";"";"32";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.05.2018 17:00";"19.0";"731.0";"";"";"35";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.05.2018 14:00";"16.0";"731.0";"";"";"42";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.05.2018 11:00";"13.0";"730.0";"";"";"51";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.05.2018 08:00";"6.0";"729.0";"";"";"81";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.05.2018 05:00";"4.0";"727.0";"";"";"93";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24.05.2018 02:00";"4.0";"725.0";"";"";"92";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.05.2018 23:00";"5.0";"724.0";"";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.05.2018 20:00";"8.0";"723.0";"";"";"74";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.05.2018 17:00";"11.0";"721.0";"";"";"57";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.05.2018 14:00";"8.0";"721.0";"";"";"75";"Ветер, дующий с юго-запада";"2";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.05.2018 11:00";"6.0";"720.0";"";"";"86";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.05.2018 08:00";"4.0";"720.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.05.2018 05:00";"2.0";"720.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23.05.2018 02:00";"2.0";"720.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.05.2018 23:00";"3.0";"720.0";"";"";"91";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.05.2018 20:00";"7.0";"721.0";"";"";"78";"Ветер, дующий с востока";"3";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.05.2018 17:00";"9.0";"721.0";"";"";"61";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.05.2018 14:00";"7.0";"721.0";"";"";"72";"Ветер, дующий с северо-востока";"1";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.05.2018 11:00";"5.0";"723.0";"";"";"80";"Ветер, дующий с юго-запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.05.2018 08:00";"3.0";"725.0";"";"";"89";"Ветер, дующий с юга";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.05.2018 05:00";"1.0";"727.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22.05.2018 02:00";"2.0";"730.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.05.2018 23:00";"2.0";"732.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.05.2018 20:00";"3.0";"734.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.05.2018 17:00";"4.0";"733.0";"";"";"87";"Ветер, дующий с юго-запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.05.2018 14:00";"5.0";"733.0";"";"";"81";"Ветер, дующий с запада";"4";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.05.2018 11:00";"5.0";"733.0";"";"";"87";"Ветер, дующий с запада";"5";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.05.2018 08:00";"6.0";"733.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.05.2018 05:00";"7.0";"735.0";"";"";"95";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21.05.2018 02:00";"7.0";"736.0";"";"";"97";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.05.2018 23:00";"8.0";"738.0";"";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.05.2018 20:00";"11.0";"738.0";"";"";"72";"Ветер, дующий с юга";"1";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.05.2018 17:00";"15.0";"737.0";"";"";"24";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.05.2018 14:00";"14.0";"738.0";"";"";"27";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.05.2018 11:00";"11.0";"740.0";"";"";"43";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.05.2018 08:00";"2.0";"742.0";"";"";"83";"Ветер, дующий с востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.05.2018 05:00";"-2.0";"743.0";"";"";"98";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20.05.2018 02:00";"-3.0";"742.0";"";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.05.2018 23:00";"0.0";"741.0";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.05.2018 20:00";"7.0";"739.0";"";"";"80";"Ветер, дующий с севера";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.05.2018 17:00";"6.0";"738.0";"";"";"76";"Ветер, дующий с востока";"1";"";"";"";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.05.2018 14:00";"12.0";"736.0";"";"";"33";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.05.2018 11:00";"10.0";"736.0";"";"";"45";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.05.2018 08:00";"3.0";"737.0";"";"";"90";"Ветер, дующий с востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.05.2018 05:00";"1.0";"738.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19.05.2018 02:00";"0.0";"737.0";"";"";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.05.2018 23:00";"3.0";"737.0";"";"";"91";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.05.2018 20:00";"6.0";"735.0";"";"";"88";"Ветер, дующий с юга";"1";"";"";"";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.05.2018 17:00";"11.0";"732.0";"";"";"48";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.05.2018 14:00";"20.0";"729.0";"";"";"28";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.05.2018 11:00";"14.0";"729.0";"";"";"48";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.05.2018 08:00";"4.0";"732.0";"";"";"78";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.05.2018 05:00";"0.0";"734.0";"";"";"96";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18.05.2018 02:00";"-1.0";"735.0";"";"";"98";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.05.2018 23:00";"2.0";"736.0";"";"";"90";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.05.2018 20:00";"11.0";"736.0";"";"";"54";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.05.2018 17:00";"11.0";"736.0";"";"";"56";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.05.2018 14:00";"9.0";"736.0";"";"";"78";"Ветер, дующий с востока";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.05.2018 11:00";"6.0";"735.0";"";"";"82";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.05.2018 08:00";"4.0";"735.0";"";"";"88";"Ветер, дующий с востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.05.2018 05:00";"2.0";"735.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17.05.2018 02:00";"1.0";"735.0";"";"";"94";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.05.2018 23:00";"4.0";"735.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.05.2018 20:00";"10.0";"735.0";"";"";"67";"Ветер, дующий с востока";"2";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.05.2018 17:00";"11.0";"735.0";"";"";"59";"Ветер, дующий с северо-востока";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.05.2018 14:00";"13.0";"735.0";"";"";"41";"Ветер, дующий с запада";"2";"";"";"";"Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.05.2018 11:00";"8.0";"736.0";"";"";"57";"Ветер, дующий с востока";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.05.2018 08:00";"3.0";"737.0";"";"";"74";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.05.2018 05:00";"-1.0";"736.0";"";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16.05.2018 02:00";"0.0";"736.0";"";"";"92";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.05.2018 23:00";"2.0";"736.0";"";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.05.2018 20:00";"9.0";"735.0";"";"";"62";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.05.2018 17:00";"13.0";"735.0";"";"";"42";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.05.2018 14:00";"11.0";"735.0";"";"";"50";"Ветер, дующий с запада";"1";"";"";"";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.05.2018 11:00";"9.0";"735.0";"";"";"59";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.05.2018 08:00";"1.0";"736.0";"";"";"87";"Ветер, дующий с востока";"1";"";"";"";"Облака в целом образовывались или развивались. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.05.2018 05:00";"-1.0";"735.0";"";"";"98";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, небо видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15.05.2018 02:00";"-1.0";"734.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.05.2018 23:00";"2.0";"732.0";"";"";"94";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.05.2018 20:00";"6.0";"731.0";"";"";"86";"Ветер, дующий с юга";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.05.2018 17:00";"13.0";"728.0";"";"";"38";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14.05.2018 14:00";"12.0";"728.0";"";"";"31";"Ветер, дующий с запада";"4";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
